,Type,UI,PubmedID,NameOfSubstance,RegistryNumber,MeshHeadingID,DescriptorName,MajorTopicYN,QualifierName
23194,DescriptorName,D008297,3579660,,,9,Male,N,
23195,DescriptorName,D008875,3579660,,,10,Middle Aged,N,
23196,DescriptorName,D010396,3579660,,,11,Penicillamine,N,
23197,QualifierName,Q000009,3579660,,,11,,Y,adverse effects
23198,DescriptorName,D012189,3579660,,,12,Retrospective Studies,N,
23199,DescriptorName,D012640,3579660,,,13,Seizures,N,
23200,QualifierName,Q000139,3579660,,,13,,N,chemically induced
23201,DescriptorName,D015032,3579660,,,14,Zinc,N,
23202,QualifierName,Q000627,3579660,,,14,,N,therapeutic use
23203,Chemical,D003520,3586163,Cyclophosphamide,8N3DW7272P,,,,
23204,DescriptorName,D000368,3586163,,,1,Aged,N,
23205,DescriptorName,D002295,3586163,,,2,"Carcinoma, Transitional Cell",N,
23206,QualifierName,Q000139,3586163,,,2,,Y,chemically induced
23207,DescriptorName,D003520,3586163,,,3,Cyclophosphamide,N,
23208,QualifierName,Q000009,3586163,,,3,,Y,adverse effects
23209,DescriptorName,D005260,3586163,,,4,Female,N,
23210,DescriptorName,D006801,3586163,,,5,Humans,N,
23211,DescriptorName,D007680,3586163,,,6,Kidney Neoplasms,N,
23212,QualifierName,Q000139,3586163,,,6,,Y,chemically induced
23213,DescriptorName,D007682,3586163,,,7,Kidney Pelvis,N,
23214,DescriptorName,D008228,3586163,,,8,"Lymphoma, Non-Hodgkin",N,
23215,QualifierName,Q000188,3586163,,,8,,N,drug therapy
23216,DescriptorName,D014516,3586163,,,9,Ureteral Neoplasms,N,
23217,QualifierName,Q000139,3586163,,,9,,Y,chemically induced
23218,Chemical,D003520,3604756,Cyclophosphamide,8N3DW7272P,,,,
23219,DescriptorName,D000328,3604756,,,1,Adult,N,
23220,DescriptorName,D003520,3604756,,,2,Cyclophosphamide,N,
23221,QualifierName,Q000009,3604756,,,2,,Y,adverse effects
23222,DescriptorName,D005260,3604756,,,3,Female,N,
23223,DescriptorName,D014890,3604756,,,4,Granulomatosis with Polyangiitis,N,
23224,QualifierName,Q000188,3604756,,,4,,N,drug therapy
23225,DescriptorName,D006801,3604756,,,5,Humans,N,
23226,DescriptorName,D011658,3604756,,,6,Pulmonary Fibrosis,N,
23227,QualifierName,Q000139,3604756,,,6,,Y,chemically induced
23228,DescriptorName,D011859,3604756,,,7,Radiography,N,
23229,Chemical,D000638,3609047,Amiodarone,N3RQ532IUT,,,,
23230,DescriptorName,D000284,3609047,,,1,"Administration, Oral",N,
23231,DescriptorName,D000638,3609047,,,2,Amiodarone,N,
23232,QualifierName,Q000009,3609047,,,2,,Y,adverse effects
23233,DescriptorName,D001282,3609047,,,3,Atrial Flutter,N,
23234,QualifierName,Q000188,3609047,,,3,,Y,drug therapy
23235,DescriptorName,D002304,3609047,,,4,"Cardiac Pacing, Artificial",N,
23236,DescriptorName,D004305,3609047,,,5,"Dose-Response Relationship, Drug",N,
23237,DescriptorName,D004562,3609047,,,6,Electrocardiography,N,
23238,DescriptorName,D006801,3609047,,,7,Humans,N,
23239,DescriptorName,D007262,3609047,,,8,"Infusions, Intravenous",N,
23240,DescriptorName,D008133,3609047,,,9,Long QT Syndrome,N,
23241,QualifierName,Q000139,3609047,,,9,,N,chemically induced
23242,DescriptorName,D008297,3609047,,,10,Male,N,
23243,DescriptorName,D008875,3609047,,,11,Middle Aged,N,
23244,DescriptorName,D013610,3609047,,,12,Tachycardia,N,
23245,QualifierName,Q000139,3609047,,,12,,Y,chemically induced
23246,Chemical,D012312,3612639,Ritodrine,I0Q6O6740J,,,,
23247,DescriptorName,D000293,3612639,,,1,Adolescent,N,
23248,DescriptorName,D005260,3612639,,,2,Female,N,
23249,DescriptorName,D006801,3612639,,,3,Humans,N,
23250,DescriptorName,D007231,3612639,,,4,"Infant, Newborn",N,
23251,DescriptorName,D007752,3612639,,,5,"Obstetric Labor, Premature",N,
23252,QualifierName,Q000188,3612639,,,5,,Y,drug therapy
23253,DescriptorName,D011247,3612639,,,6,Pregnancy,N,
23254,DescriptorName,D011654,3612639,,,7,Pulmonary Edema,N,
23255,QualifierName,Q000139,3612639,,,7,,Y,chemically induced
23256,DescriptorName,D011859,3612639,,,8,Radiography,N,
23257,DescriptorName,D012312,3612639,,,9,Ritodrine,N,
23258,QualifierName,Q000009,3612639,,,9,,Y,adverse effects
23259,Chemical,D003524,3620420,Cyclosporins,0,,,,
23260,DescriptorName,D000328,3620420,,,1,Adult,N,
23261,DescriptorName,D002908,3620420,,,2,Chronic Disease,N,
23262,DescriptorName,D003320,3620420,,,3,Corneal Ulcer,N,
23263,QualifierName,Q000097,3620420,,,3,,N,blood
23264,DescriptorName,D003524,3620420,,,4,Cyclosporins,N,
23265,QualifierName,Q000008,3620420,,,4,,N,administration & dosage
23266,DescriptorName,D005260,3620420,,,5,Female,N,
23267,DescriptorName,D006801,3620420,,,6,Humans,N,
23268,DescriptorName,D008111,3620420,,,7,Liver Function Tests,N,
23269,Chemical,D009543,3628148,Nifedipine,I9ZF7L6G2L,,,,
23270,DescriptorName,D000328,3628148,,,1,Adult,N,
23271,DescriptorName,D005260,3628148,,,2,Female,N,
23272,DescriptorName,D006801,3628148,,,3,Humans,N,
23273,DescriptorName,D006973,3628148,,,4,Hypertension,N,
23274,QualifierName,Q000150,3628148,,,4,,N,complications
23275,DescriptorName,D002532,3628148,,,5,Intracranial Aneurysm,N,
23276,QualifierName,Q000150,3628148,,,5,,Y,complications
23277,DescriptorName,D009543,3628148,,,6,Nifedipine,N,
23278,QualifierName,Q000009,3628148,,,6,,Y,adverse effects
23279,DescriptorName,D012422,3628148,,,7,"Rupture, Spontaneous",N,
23280,DescriptorName,D013345,3628148,,,8,Subarachnoid Hemorrhage,N,
23281,QualifierName,Q000139,3628148,,,8,,Y,chemically induced
23282,Chemical,D011224,3652934,Prazosin,XM03YJ541D,,,,
23283,DescriptorName,D002543,3652934,,,1,Cerebral Hemorrhage,N,
23284,QualifierName,Q000150,3652934,,,1,,Y,complications
23285,DescriptorName,D002561,3652934,,,2,Cerebrovascular Disorders,N,
23286,QualifierName,Q000150,3652934,,,2,,Y,complications
23287,DescriptorName,D004305,3652934,,,3,"Dose-Response Relationship, Drug",N,
23288,DescriptorName,D005260,3652934,,,4,Female,N,
23289,DescriptorName,D006801,3652934,,,5,Humans,N,
23290,DescriptorName,D006973,3652934,,,6,Hypertension,N,
23291,QualifierName,Q000188,3652934,,,6,,Y,drug therapy
23292,DescriptorName,D007022,3652934,,,7,Hypotension,N,
23293,QualifierName,Q000139,3652934,,,7,,Y,chemically induced
23294,DescriptorName,D008297,3652934,,,8,Male,N,
23295,DescriptorName,D008875,3652934,,,9,Middle Aged,N,
23296,DescriptorName,D011224,3652934,,,10,Prazosin,N,
23297,QualifierName,Q000009,3652934,,,10,,Y,adverse effects
23298,DescriptorName,D012307,3652934,,,11,Risk Factors,N,
23299,DescriptorName,D014474,3652934,,,12,Unconsciousness,N,
23300,QualifierName,Q000139,3652934,,,12,,Y,chemically induced
23301,Chemical,D013300,3659584,Streptokinase,EC 3.4.-,,,,
23302,DescriptorName,D006801,3659584,,,1,Humans,N,
23303,DescriptorName,D008297,3659584,,,2,Male,N,
23304,DescriptorName,D008875,3659584,,,3,Middle Aged,N,
23305,DescriptorName,D011655,3659584,,,4,Pulmonary Embolism,N,
23306,QualifierName,Q000139,3659584,,,4,,Y,chemically induced
23307,DescriptorName,D013300,3659584,,,5,Streptokinase,N,
23308,QualifierName,Q000009,3659584,,,5,,Y,adverse effects
23309,DescriptorName,D013924,3659584,,,6,Thrombophlebitis,N,
23310,QualifierName,Q000188,3659584,,,6,,Y,drug therapy
23311,Chemical,D000906,3663292,Antibodies,0,,,,
23312,Chemical,D004077,3663292,Digoxin,73K4184T59,,,,
23313,DescriptorName,D000906,3663292,,,1,Antibodies,N,
23314,QualifierName,Q000627,3663292,,,1,,N,therapeutic use
23315,DescriptorName,D004077,3663292,,,2,Digoxin,N,
23316,QualifierName,Q000009,3663292,,,2,,Y,adverse effects
23317,DescriptorName,D004630,3663292,,,3,Emergencies,N,
23318,DescriptorName,D006323,3663292,,,4,Heart Arrest,N,
23319,QualifierName,Q000139,3663292,,,4,,Y,chemically induced
23320,DescriptorName,D006333,3663292,,,5,Heart Failure,N,
23321,QualifierName,Q000150,3663292,,,5,,N,complications
23322,DescriptorName,D006801,3663292,,,6,Humans,N,
23323,DescriptorName,D007231,3663292,,,7,"Infant, Newborn",N,
23324,DescriptorName,D008297,3663292,,,8,Male,N,
23325,DescriptorName,D012151,3663292,,,9,Resuscitation,Y,
23326,Chemical,D010672,3677571,Phenytoin,6158TKW0C5,,,,
23327,DescriptorName,D000328,3677571,,,1,Adult,N,
23328,DescriptorName,D056486,3677571,,,2,Chemical and Drug Induced Liver Injury,N,
23329,QualifierName,Q000209,3677571,,,2,,Y,etiology
23330,DescriptorName,D004342,3677571,,,3,Drug Hypersensitivity,N,
23331,QualifierName,Q000209,3677571,,,3,,Y,etiology
23332,DescriptorName,D005260,3677571,,,4,Female,N,
23333,DescriptorName,D006801,3677571,,,5,Humans,N,
23334,DescriptorName,D008206,3677571,,,6,Lymphatic Diseases,N,
23335,QualifierName,Q000139,3677571,,,6,,Y,chemically induced
23336,DescriptorName,D010672,3677571,,,7,Phenytoin,N,
23337,QualifierName,Q000009,3677571,,,7,,Y,adverse effects
23338,DescriptorName,D012640,3677571,,,8,Seizures,N,
23339,QualifierName,Q000188,3677571,,,8,,N,drug therapy
23340,Chemical,D009525,3680913,Niacin,2679MF687A,,,,
23341,DescriptorName,D056486,3680913,,,1,Chemical and Drug Induced Liver Injury,N,
23342,QualifierName,Q000209,3680913,,,1,,N,etiology
23343,DescriptorName,D006501,3680913,,,2,Hepatic Encephalopathy,N,
23344,QualifierName,Q000139,3680913,,,2,,Y,chemically induced
23345,DescriptorName,D006801,3680913,,,3,Humans,N,
23346,DescriptorName,D006937,3680913,,,4,Hypercholesterolemia,N,
23347,QualifierName,Q000188,3680913,,,4,,Y,drug therapy
23348,DescriptorName,D008111,3680913,,,5,Liver Function Tests,N,
23349,DescriptorName,D008297,3680913,,,6,Male,N,
23350,DescriptorName,D008875,3680913,,,7,Middle Aged,N,
23351,DescriptorName,D009525,3680913,,,8,Niacin,N,
23352,QualifierName,Q000009,3680913,,,8,,Y,adverse effects
23353,Chemical,D008713,3688031,Methimazole,554Z48XN5E,,,,
23354,DescriptorName,D000014,3688031,,,1,"Abnormalities, Drug-Induced",N,
23355,QualifierName,Q000209,3688031,,,1,,Y,etiology
23356,DescriptorName,D000328,3688031,,,2,Adult,N,
23357,DescriptorName,D001940,3688031,,,3,Breast,N,
23358,QualifierName,Q000002,3688031,,,3,,Y,abnormalities
23359,DescriptorName,D002675,3688031,,,4,"Child, Preschool",N,
23360,DescriptorName,D002754,3688031,,,5,Choanal Atresia,N,
23361,QualifierName,Q000139,3688031,,,5,,Y,chemically induced
23362,DescriptorName,D005260,3688031,,,6,Female,N,
23363,DescriptorName,D005500,3688031,,,7,Follow-Up Studies,N,
23364,DescriptorName,D006801,3688031,,,8,Humans,N,
23365,DescriptorName,D006980,3688031,,,9,Hyperthyroidism,N,
23366,QualifierName,Q000188,3688031,,,9,,N,drug therapy
23367,DescriptorName,D007223,3688031,,,10,Infant,N,
23368,DescriptorName,D007231,3688031,,,11,"Infant, Newborn",N,
23369,DescriptorName,D008713,3688031,,,12,Methimazole,N,
23370,QualifierName,Q000009,3688031,,,12,,Y,adverse effects
23371,DescriptorName,D009558,3688031,,,13,Nipples,N,
23372,QualifierName,Q000002,3688031,,,13,,Y,abnormalities
23373,DescriptorName,D011247,3688031,,,14,Pregnancy,N,
23374,DescriptorName,D011248,3688031,,,15,Pregnancy Complications,N,
23375,QualifierName,Q000188,3688031,,,15,,N,drug therapy
23376,DescriptorName,D013577,3688031,,,16,Syndrome,N,
23377,Chemical,D000935,3693034,Antifungal Agents,0,,,,
23378,Chemical,D000666,3693034,Amphotericin B,7XU7A7DROE,,,,
23379,Chemical,D005437,3693034,Flucytosine,D83282DT06,,,,
23380,Chemical,D007654,3693034,Ketoconazole,R9400W927I,,,,
23381,DescriptorName,D000666,3693034,,,1,Amphotericin B,N,
23382,QualifierName,Q000009,3693034,,,1,,N,adverse effects
23383,DescriptorName,D000818,3693034,,,2,Animals,N,
23384,DescriptorName,D000935,3693034,,,3,Antifungal Agents,N,
23385,QualifierName,Q000009,3693034,,,3,,N,adverse effects
23386,DescriptorName,D003453,3693034,,,4,Cryptococcosis,N,
23387,QualifierName,Q000150,3693034,,,4,,N,complications
23388,DescriptorName,D004283,3693034,,,5,Dog Diseases,N,
23389,QualifierName,Q000188,3693034,,,5,,Y,drug therapy
23390,DescriptorName,D004285,3693034,,,6,Dogs,N,
23391,DescriptorName,D004359,3693034,,,7,"Drug Therapy, Combination",N,
23392,DescriptorName,D005260,3693034,,,8,Female,N,
23393,DescriptorName,D005437,3693034,,,9,Flucytosine,N,
23394,QualifierName,Q000009,3693034,,,9,,N,adverse effects
23395,DescriptorName,D007654,3693034,,,10,Ketoconazole,N,
23396,QualifierName,Q000009,3693034,,,10,,N,adverse effects
23397,DescriptorName,D013262,3693034,,,11,Stevens-Johnson Syndrome,N,
23398,QualifierName,Q000188,3693034,,,11,,N,drug therapy
23399,Chemical,D003520,369675,Cyclophosphamide,8N3DW7272P,,,,
23400,DescriptorName,D002430,369675,,,1,Cecal Neoplasms,N,
23401,QualifierName,Q000139,369675,,,1,,Y,chemically induced
23402,DescriptorName,D003520,369675,,,2,Cyclophosphamide,N,
23403,QualifierName,Q000009,369675,,,2,,Y,adverse effects
23404,DescriptorName,D006801,369675,,,3,Humans,N,
23405,DescriptorName,D007080,369675,,,4,Ileocecal Valve,N,
23406,DescriptorName,D016403,369675,,,5,"Lymphoma, Large B-Cell, Diffuse",N,
23407,QualifierName,Q000139,369675,,,5,,Y,chemically induced
23408,DescriptorName,D008297,369675,,,6,Male,N,
23409,DescriptorName,D008875,369675,,,7,Middle Aged,N,
23410,DescriptorName,D009101,369675,,,8,Multiple Myeloma,N,
23411,QualifierName,Q000188,369675,,,8,,Y,drug therapy
23412,DescriptorName,D009378,369675,,,9,"Neoplasms, Multiple Primary",N,
23413,QualifierName,Q000139,369675,,,9,,Y,chemically induced
23414,DescriptorName,D012075,369675,,,10,"Remission, Spontaneous",N,
23415,DescriptorName,D013997,369675,,,11,Time Factors,N,
23416,Chemical,D001572,3708949,Benzofurans,0,,,,
23417,Chemical,D000638,3708949,Amiodarone,N3RQ532IUT,,,,
23418,DescriptorName,D000368,3708949,,,1,Aged,N,
23419,DescriptorName,D000638,3708949,,,2,Amiodarone,N,
23420,QualifierName,Q000009,3708949,,,2,,Y,adverse effects
23421,DescriptorName,D001145,3708949,,,3,"Arrhythmias, Cardiac",N,
23422,QualifierName,Q000188,3708949,,,3,,Y,drug therapy
23423,DescriptorName,D001572,3708949,,,4,Benzofurans,N,
23424,QualifierName,Q000009,3708949,,,4,,Y,adverse effects
23425,DescriptorName,D001706,3708949,,,5,Biopsy,N,
23426,DescriptorName,D056486,3708949,,,6,Chemical and Drug Induced Liver Injury,N,
23427,QualifierName,Q000209,3708949,,,6,,Y,etiology
23428,DescriptorName,D003327,3708949,,,7,Coronary Disease,N,
23429,QualifierName,Q000188,3708949,,,7,,Y,drug therapy
23430,DescriptorName,D004305,3708949,,,8,"Dose-Response Relationship, Drug",N,
23431,DescriptorName,D006801,3708949,,,9,Humans,N,
23432,DescriptorName,D007263,3708949,,,10,"Infusions, Parenteral",N,
23433,DescriptorName,D008099,3708949,,,11,Liver,N,
23434,QualifierName,Q000473,3708949,,,11,,N,pathology
23435,DescriptorName,D008111,3708949,,,12,Liver Function Tests,N,
23436,DescriptorName,D008297,3708949,,,13,Male,N,
23437,Chemical,D009883,3718111,Ophthalmic Solutions,0,,,,
23438,Chemical,D013999,3718111,Timolol,817W3C6175,,,,
23439,Chemical,D011188,3718111,Potassium,RWP5GA015D,,,,
23440,Chemical,D011241,3718111,Prednisone,VB0R961HZT,,,,
23441,DescriptorName,D000368,3718111,,,1,Aged,N,
23442,DescriptorName,D002908,3718111,,,2,Chronic Disease,N,
23443,DescriptorName,D005901,3718111,,,3,Glaucoma,N,
23444,QualifierName,Q000150,3718111,,,3,,N,complications
23445,DescriptorName,D006801,3718111,,,4,Humans,N,
23446,DescriptorName,D006947,3718111,,,5,Hyperkalemia,N,
23447,QualifierName,Q000097,3718111,,,5,,N,blood
23448,DescriptorName,D008297,3718111,,,6,Male,N,
23449,DescriptorName,D009883,3718111,,,7,Ophthalmic Solutions,N,
23450,DescriptorName,D011014,3718111,,,8,Pneumonia,N,
23451,QualifierName,Q000150,3718111,,,8,,N,complications
23452,DescriptorName,D011188,3718111,,,9,Potassium,N,
23453,QualifierName,Q000097,3718111,,,9,,N,blood
23454,DescriptorName,D011241,3718111,,,10,Prednisone,N,
23455,QualifierName,Q000627,3718111,,,10,,N,therapeutic use
23456,DescriptorName,D011832,3718111,,,11,Radiation Injuries,N,
23457,QualifierName,Q000150,3718111,,,11,,N,complications
23458,DescriptorName,D013999,3718111,,,12,Timolol,N,
23459,QualifierName,Q000009,3718111,,,12,,Y,adverse effects
23460,Chemical,D002210,3720318,Caprylates,0,,,,
23461,Chemical,D005989,3720318,Glycerides,0,,,,
23462,Chemical,C025343,3720318,monooctanoin,VFU0OU98LO,,,,
23463,DescriptorName,D000328,3720318,,,1,Adult,N,
23464,DescriptorName,D001649,3720318,,,2,Bile Duct Diseases,N,
23465,QualifierName,Q000000981,3720318,,,2,,N,diagnostic imaging
23466,DescriptorName,D002210,3720318,,,3,Caprylates,N,
23467,DescriptorName,D002769,3720318,,,4,Cholelithiasis,N,
23468,QualifierName,Q000000981,3720318,,,4,,N,diagnostic imaging
23469,DescriptorName,D005260,3720318,,,5,Female,N,
23470,DescriptorName,D005989,3720318,,,6,Glycerides,N,
23471,QualifierName,Q000009,3720318,,,6,,Y,adverse effects
23472,DescriptorName,D006801,3720318,,,7,Humans,N,
23473,DescriptorName,D011654,3720318,,,8,Pulmonary Edema,N,
23474,QualifierName,Q000139,3720318,,,8,,Y,chemically induced
23475,DescriptorName,D011859,3720318,,,9,Radiography,N,
23476,Chemical,D005047,3725284,Etoposide,6PLQ3CP4P3,,,,
23477,Chemical,D002945,3725284,Cisplatin,Q20Q21Q62J,,,,
23478,DescriptorName,D000971,3725284,,,1,Antineoplastic Combined Chemotherapy Protocols,N,
23479,QualifierName,Q000009,3725284,,,1,,Y,adverse effects
23480,DescriptorName,D002294,3725284,,,2,"Carcinoma, Squamous Cell",N,
23481,QualifierName,Q000188,3725284,,,2,,N,drug therapy
23482,DescriptorName,D002945,3725284,,,3,Cisplatin,N,
23483,QualifierName,Q000008,3725284,,,3,,N,administration & dosage
23484,DescriptorName,D004562,3725284,,,4,Electrocardiography,N,
23485,DescriptorName,D005047,3725284,,,5,Etoposide,N,
23486,QualifierName,Q000008,3725284,,,5,,N,administration & dosage
23487,DescriptorName,D005260,3725284,,,6,Female,N,
23488,DescriptorName,D006801,3725284,,,7,Humans,N,
23489,DescriptorName,D008175,3725284,,,8,Lung Neoplasms,N,
23490,QualifierName,Q000188,3725284,,,8,,N,drug therapy
23491,DescriptorName,D008875,3725284,,,9,Middle Aged,N,
23492,DescriptorName,D009367,3725284,,,10,Neoplasm Staging,N,
23493,DescriptorName,D013614,3725284,,,11,"Tachycardia, Paroxysmal",N,
23494,QualifierName,Q000139,3725284,,,11,,Y,chemically induced
23495,Chemical,D009025,3732375,Morpholines,0,,,,
23496,Chemical,D014745,3732375,Viloxazine,5I5Y2789ZF,,,,
23497,Chemical,D013806,3732375,Theophylline,C137DTR5RG,,,,
23498,DescriptorName,D000368,3732375,,,1,Aged,N,
23499,DescriptorName,D002908,3732375,,,2,Chronic Disease,N,
23500,DescriptorName,D003864,3732375,,,3,"Depression, Chemical",N,
23501,DescriptorName,D004347,3732375,,,4,Drug Interactions,N,
23502,DescriptorName,D005260,3732375,,,5,Female,N,
23503,DescriptorName,D006801,3732375,,,6,Humans,N,
23504,DescriptorName,D007700,3732375,,,7,Kinetics,N,
23505,DescriptorName,D008173,3732375,,,8,"Lung Diseases, Obstructive",N,
23506,QualifierName,Q000188,3732375,,,8,,N,drug therapy
23507,DescriptorName,D009025,3732375,,,9,Morpholines,N,
23508,QualifierName,Q000009,3732375,,,9,,Y,adverse effects
23509,DescriptorName,D013806,3732375,,,10,Theophylline,N,
23510,QualifierName,Q000378,3732375,,,10,,N,metabolism
23511,DescriptorName,D014745,3732375,,,11,Viloxazine,N,
23512,QualifierName,Q000009,3732375,,,11,,Y,adverse effects
23513,Chemical,D009582,3744305,Nitrofurantoin,927AH8112L,,,,
23514,DescriptorName,D000368,3744305,,,1,Aged,N,
23515,DescriptorName,D005260,3744305,,,2,Female,N,
23516,DescriptorName,D006801,3744305,,,3,Humans,N,
23517,DescriptorName,D007249,3744305,,,4,Inflammation,N,
23518,DescriptorName,D008168,3744305,,,5,Lung,N,
23519,QualifierName,Q000187,3744305,,,5,,N,drug effects
23520,DescriptorName,D008171,3744305,,,6,Lung Diseases,N,
23521,QualifierName,Q000139,3744305,,,6,,N,chemically induced
23522,DescriptorName,D008297,3744305,,,7,Male,N,
23523,DescriptorName,D009582,3744305,,,8,Nitrofurantoin,N,
23524,QualifierName,Q000009,3744305,,,8,,Y,adverse effects
23525,DescriptorName,D012129,3744305,,,9,Respiratory Function Tests,N,
23526,DescriptorName,D014552,3744305,,,10,Urinary Tract Infections,N,
23527,QualifierName,Q000188,3744305,,,10,,N,drug therapy
23528,Chemical,D000609,3753891,Aminoacridines,0,,,,
23529,Chemical,D000970,3753891,Antineoplastic Agents,0,,,,
23530,Chemical,D000677,3753891,Amsacrine,00DPD30SOY,,,,
23531,DescriptorName,D000609,3753891,,,1,Aminoacridines,N,
23532,QualifierName,Q000009,3753891,,,1,,Y,adverse effects
23533,DescriptorName,D000677,3753891,,,2,Amsacrine,N,
23534,DescriptorName,D000970,3753891,,,3,Antineoplastic Agents,N,
23535,QualifierName,Q000009,3753891,,,3,,Y,adverse effects
23536,DescriptorName,D004562,3753891,,,4,Electrocardiography,N,
23537,DescriptorName,D005260,3753891,,,5,Female,N,
23538,DescriptorName,D006801,3753891,,,6,Humans,N,
23539,DescriptorName,D007938,3753891,,,7,Leukemia,N,
